Event,,,,,,,,,,,,,
"A thing that happens or takes place, especially one of importance.",,,,,,,,,,,,,
,Rank,Median+0.1/STD,Median,Participant1 ,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10
http://purl.obolibrary.org/obo/IEV_0000071,93,1.0786115467,1,1,0,4,3,1,1,2,0,1,0
http://purl.obolibrary.org/obo/IEV_0000082,93,1.0786115467,1,1,0,4,3,1,1,2,0,1,0
http://purl.obolibrary.org/obo/IEV_0000185,93,1.0786115467,1,1,0,4,3,1,1,2,0,1,0
http://purl.obolibrary.org/obo/IEV_0001330,93,1.0786115467,1,1,0,4,3,1,1,2,0,1,0
http://purl.obolibrary.org/obo/SBO_0000232,99,1.0741619849,1,1,0,4,3,1,0,2,0,2,0
http://purl.oreilly.com/product-types/EVENT,73,1.564246243,1.5,2,0,4,4,1,3,4,0,1,1
http://purl.org/dc/dcmitype/Event,5,3.6016299095,3.5,3,3,2,4,4,4,4,1,4,3
http://purl.org/net/biblio#Event,51,2.0777428842,2,2,1,2,4,2,3,4,0,4,2
http://purl.org/NET/c4dm/event.owl#Event,11,3.1331988569,3,4,3,2,4,3,3,4,3,4,2
http://purl.org/obo/owl/MS#MS_1001275,136,0.0973794569,0,1,2,3,1,0,0,0,0,0,0
http://purl.org/ontology/af/Beat,101,1.0697657268,1,3,2,4,3,1,0,1,0,0,0
http://purl.org/ontology/af/KeyChange,108,0.5785013693,0.5,1,2,4,2,0,0,1,0,0,0
http://purl.org/ontology/af/KeySegment,91,1.0799709249,1,2,2,4,2,1,0,1,0,0,0
http://purl.org/ontology/af/Loudness,33,2.1982062418,2,2,2,1,1,2,2,2,1,1,2
http://purl.org/ontology/af/ModeChange,70,1.5787221894,1.5,2,2,4,2,1,0,2,0,0,0
http://purl.org/ontology/af/Ornament,103,0.6276569477,0.5,1,2,0,2,1,1,0,0,0,0
http://purl.org/ontology/af/Pitch,83,1.1331988569,1,1,2,1,2,1,1,0,0,0,0
http://purl.org/ontology/af/Tempo,83,1.1331988569,1,1,2,1,2,1,1,0,0,0,0
http://purl.org/ontology/af/TonalChange,106,0.6140953613,0.5,1,2,2,2,1,0,0,0,0,0
http://purl.org/ontology/af/TonicChange,103,0.6276569477,0.5,1,2,1,2,1,0,0,0,0,0
http://purl.org/ontology/af/TonicSegment,86,1.1059456927,1,1,2,3,2,1,1,0,1,0,0
http://purl.org/ontology/chord/ChordEvent,33,2.1982062418,2,2,2,1,1,2,2,2,1,1,2
http://purl.org/ontology/co/core#ScrobbleEvent,86,1.1059456927,1,1,2,3,2,1,1,0,1,0,0
http://purl.org/ontology/mo/ReleaseEvent,89,1.0965506805,1,1,2,2,2,1,1,4,1,1,0
http://purl.org/ontology/pbo/core#SkipEvent,85,1.1105541597,1,1,2,1,2,2,1,3,1,0,0
http://purl.org/ontology/symbolic-music/NoteEvent,44,2.1070436048,2,2,3,0,1,2,2,2,0,1,2
http://purl.org/ontology/symbolic-music/RestEvent,44,2.1070436048,2,2,3,0,1,2,2,2,0,1,2
http://purl.org/tio/ns#Event,10,3.1355261854,3,3,3,4,4,3,3,4,,2,2
http://purl.org/vocab/bio/0.1/Event,2,4.0973794569,4,4,4,4,4,4,3,4,3,2,1
http://purl.org/vocab/bio/0.1/GroupEvent,41,2.1331988569,2,2,3,0,1,2,2,2,2,2,2
http://purl.org/vocab/bio/0.1/IndividualEvent,42,2.1203066258,2,2,3,0,1,2,2,2,3,2,2
http://purl.org/vocab/frbr/core#Event,54,2.0713624032,2,1,1,2,4,3,1,4,0,4,2
http://qudt.org/schema/qudt#EventUnit,91,1.0799709249,1,2,1,0,1,2,0,0,4,0,2
http://rdvocab.info/uri/schema/FRBRentitiesRDA/Event,55,2.0705150742,2,2,0,0,4,2,3,3,,0,1
http://rs.tdwg.org/dwc/terms/Event,53,2.075,2,1,1,1,4,3,2,,0,4,2
http://schema.org/Event,4,3.6506001739,3.5,3,4,3,4,3,4,4,3,4,2
http://schema.org/FoodEvent,60,1.6506001739,1.5,1,1,1,1,2,2,2,0,2,2
http://schema.org/LiteraryEvent,60,1.6506001739,1.5,1,1,1,1,2,2,2,0,2,2
http://schema.org/MusicEvent,101,1.0697657268,1,1,1,4,2,1,1,4,0,0,0
http://schema.org/OnDemandEvent,80,1.15,1,1,1,,1,2,,2,0,1,2
http://schema.org/PublicationEvent,38,2.1936491673,2,1,1,,1,2,2,2,1,2,2
http://schema.org/SaleEvent,60,1.6506001739,1.5,1,1,1,1,2,2,2,0,2,2
http://schema.org/SocialEvent,60,1.6506001739,1.5,1,1,1,1,2,2,2,0,2,2
http://schema.org/SportsEvent,60,1.6506001739,1.5,1,1,1,1,2,2,2,0,2,2
http://schema.org/TheaterEvent,60,1.6506001739,1.5,1,1,1,1,2,2,2,0,2,2
http://schema.org/VisualArtsEvent,60,1.6506001739,1.5,1,1,1,1,2,2,2,0,2,2
http://semanticweb.cs.vu.nl/2009/11/sem/Event,7,3.566398928,3.5,1,3,4,4,4,4,4,0,2,1
http://sw-portal.deri.org/ontologies/swportal#Event,46,2.0973794569,2,2,2,1,4,3,3,2,1,4,2
http://tw.rpi.edu/schema/Event,19,2.6276569477,2.5,3,2,2,4,3,3,2,2,4,2
http://vivoweb.org/ontology/core#EventSeries,86,1.1059456927,1,3,1,0,0,1,1,0,2,2,1
http://voag.linkedmodel.org/voag#AdministrativeEvent,57,1.7,1.5,1,1,1,1,2,2,2,1,2,2
http://voag.linkedmodel.org/voag#ApprovalEvent,81,1.1481594395,1,1,1,0,1,2,2,2,,2,1
http://voag.linkedmodel.org/voag#ConcurrenceEvent,74,1.1982062418,1,1,1,1,1,2,2,2,1,2,1
http://voag.linkedmodel.org/voag#DeletionEvent,74,1.1982062418,1,1,1,1,1,2,2,2,1,2,1
http://voag.linkedmodel.org/voag#Event,16,3.0856348839,3,3,1,2,4,3,4,4,1,4,2
http://voag.linkedmodel.org/voag#GovernanceEvent,77,1.1546384282,1,1,1,1,1,2,2,2,0,2,1
http://voag.linkedmodel.org/voag#NonConcurrenceEvent,60,1.6506001739,1.5,2,1,1,1,2,2,2,0,2,1
http://voag.linkedmodel.org/voag#RejectionEvent,77,1.1546384282,1,1,1,1,1,2,2,2,0,2,1
http://voag.linkedmodel.org/voag#RetreivalEvent,77,1.1546384282,1,1,1,1,1,2,2,2,0,2,1
http://vocab.deri.ie/c4n#Event,50,2.0790569415,2,2,1,2,3,2,3,4,0,3,0
http://vocab.deri.ie/cogs#Event,72,1.564981911,1.5,2,0,1,4,0,3,4,1,3,0
http://www.europeana.eu/schemas/edm/Event,46,2.0973794569,2,2,1,2,3,2,3,4,1,4,2
http://www.freeclass.eu/freeclass_v1#C_A1992-tax,110,0.331662479,0,0,0,0,1,0,0,0,0,0,0
http://www.freeclass.eu/freeclass_v1#C_A2232-gen,110,0.331662479,0,0,0,0,1,0,0,0,0,0,0
http://www.freeclass.eu/freeclass_v1#C_A2237-tax,123,0.316227766,0,0,0,0,1,0,0,,0,0,0
http://www.freeclass.eu/freeclass_v1#C_A2523-gen,110,0.331662479,0,0,0,0,1,0,0,0,0,0,0
http://www.freeclass.eu/freeclass_v1#C_A2524-gen,110,0.331662479,0,0,0,0,1,0,0,0,0,0,0
http://www.freeclass.eu/freeclass_v1#C_A2524-tax,110,0.331662479,0,0,0,0,1,0,0,0,0,0,0
http://www.freeclass.eu/freeclass_v1#C_A2525-tax,110,0.331662479,0,0,0,0,1,0,0,0,0,0,0
http://www.freeclass.eu/freeclass_v1#C_A2526-gen,110,0.331662479,0,0,0,0,1,0,0,0,0,0,0
http://www.freeclass.eu/freeclass_v1#C_A2530-gen,123,0.316227766,0,0,0,0,1,0,0,0,,0,0
http://www.freeclass.eu/freeclass_v1#C_A2530-tax,123,0.316227766,0,0,0,0,1,0,0,0,0,,0
http://www.kanzaki.com/ns/dpd#GenerationEvent,76,1.1658312395,1,1,0,0,2,1,1,1,0,1,1
http://www.kanzaki.com/ns/music#Musical_Event,57,1.7,1.5,1,1,1,1,2,2,2,1,2,2
http://www.kanzaki.com/ns/music#Opera_Event,57,1.7,1.5,1,1,1,1,2,2,2,1,2,2
http://www.loa-cnr.it/ontologies/DUL.owl#Event,8,3.1546384282,3,3,3,4,3,4,3,4,4,2,3
http://www.loa-cnr.it/ontologies/DUL.owl#EventType,90,1.083526907,1,3,0,0,1,,0,1,3,0,2
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_12978,130,0.1546384282,0,0,0,2,1,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_13132,130,0.1546384282,0,0,0,2,1,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_15083,135,0.1481594395,0,0,0,2,1,0,0,0,0,0,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_15987,110,0.331662479,0,0,0,0,1,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_7603,130,0.1546384282,0,0,0,2,1,0,0,0,0,0,0
http://www.ontologydesignpatterns.org/cp/owl/participation.owl#Event,6,3.595149871,3.5,3,2,4,4,4,4,4,1,3,2
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Event,8,3.1546384282,3,4,2,4,3,4,3,3,4,3,3
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#EventType,21,2.5752032379,2.5,3,2,4,1,1,0,4,3,1,3
http://www.ontotext.com/proton/protonext#RecurringEvent,39,2.1546384282,2,3,1,1,1,2,2,2,1,2,2
http://www.ontotext.com/proton/protonext#SportEvent,60,1.6506001739,1.5,1,1,1,1,2,2,2,0,2,2
http://www.ontotext.com/proton/protontop#Event,14,3.0906032848,3,3,3,4,4,2,3,4,2,1,1
http://www.purl.org/ontologia/eseduc#Evento,71,1.5765941686,1.5,1,1,2,4,2,1,1,0,4,3
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#Event,20,2.5897697502,2.5,2,1,3,4,2,4,4,3,1,2
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#EventStatus,107,0.5854925149,0.5,1,0,0,1,1,1,4,0,0,0
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#UnionOfAlarmEventJournalTodo,123,0.316227766,0,0,0,0,1,0,0,,0,0,0
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#UnionOfAlarmEventTodo,123,0.316227766,0,0,0,0,1,0,0,,0,0,0
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#UnionOfEventFreebusy,129,0.3,0,0,0,0,1,0,0,,0,,0
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#UnionOfEventFreebusyJournalTodo,123,0.316227766,0,0,0,0,1,0,0,,0,0,0
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#UnionOfEventJournalTimezoneTodo,110,0.331662479,0,0,0,0,1,0,0,0,0,0,0
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#UnionOfEventJournalTodo,110,0.331662479,0,0,0,0,1,0,0,0,0,0,0
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#UnionOfEventTodo,110,0.331662479,0,0,0,0,1,0,0,0,0,0,0
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#UnionOfTimezoneObservanceEventJournalTimezoneTodo,110,0.331662479,0,0,0,0,1,0,0,0,0,0,0
http://www.semanticdesktop.org/ontologies/2007/11/01/pimo#Event,49,2.0856348839,2,2,1,2,2,2,3,4,0,4,2
http://www.semanticdesktop.org/ontologies/2007/11/01/pimo#SocialEvent,40,2.1454436185,2,1,1,1,2,2,2,2,0,2,2
http://www.w3.org/2002/12/cal/icaltzd#Vevent,56,2.0679841801,2,3,1,3,4,1,4,4,0,1,1
http://www.w3.org/ns/org#ChangeEvent,109,0.5740694558,0.5,3,0,4,1,1,0,1,0,0,0
http://www.w3.org/ns/prov#InstantaneousEvent,100,1.0713624032,1,3,1,4,3,1,1,4,0,1,1
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,User-Rating,User-rating (round of),Relevant,Precision @k,Gain,Ideal Gain,,,,,,,
boolean,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IDOMAL_0000405,0,0,0,0,0,15,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_13132,0,0,0,0,0,9.4639463036,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2523-gen,0,0,0,0,0,7.5,,,,,,,
http://d-nb.info/standards/elementset/gnd#ConferenceOrEvent,3,3,1,0.25,3.0147359065,6.4601483711,,,,,,,
http://purl.org/obo/owl/MS#MS_1001275,0,0,0,0.2,0,5.8027921085,,,,,,,
http://purl.oreilly.com/product-types/EVENT,1.5,2,1,0.3333333333,0.6512988829,5.3431078066,,,,,,,
http://www.loa-cnr.it/ontologies/DUL.owl#Event,3,3,1,0.4285714286,2.3333333333,5,,,,,,,
http://schema.org/MusicEvent,1,1,0,0.375,0.3154648768,4.7319731518,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_12978,0,0,0,0.3333333333,0,4.515449935,,,,,,,
http://purl.org/vocab/bio/0.1/Event,4,4,1,0.4,4.3359723948,4.3359723948,,,,,,,
,,,,,,,,,,,,,
tf_idf,,,,,,,,,,,,,
http://data.press.net/ontology/event/Event,4,4,1,1,15,,,,,,,,
http://rdvocab.info/uri/schema/FRBRentitiesRDA/Event,2,2,1,1,1.8927892607,,,,,,,,
http://www.ontologydesignpatterns.org/cp/owl/participation.owl#Event,3.5,4,1,1,5.1568542495,,,,,,,,
http://www.kanzaki.com/ns/dpd#GenerationEvent,1,1,0,0.75,0.4306765581,,,,,,,,
http://purl.org/tio/ns#Event,3,3,1,0.8,2.7079696506,,,,,,,,
http://purl.org/ontology/co/core#ScrobbleEvent,1,1,0,0.6666666667,0.3562071871,,,,,,,,
http://semanticweb.cs.vu.nl/2009/11/sem/Event,3.5,4,1,0.7142857143,3.437902833,,,,,,,,
http://vocab.deri.ie/c4n#Event,2,2,1,0.75,0.9463946304,,,,,,,,
http://www.w3.org/2002/12/cal/icaltzd#Vevent,2,2,1,0.7777777778,0.903089987,,,,,,,,
http://purl.org/ontology/pbo/core#SkipEvent,1,1,0,0.7,0.2890648263,,,,,,,,
,,,,,,,,,,,,,
bm25,,,,,,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#UnionOfEventJournalTodo,0,0,0,0,0,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#UnionOfEventFreebusy,0,0,0,0,0,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#UnionOfTimezoneObservanceEventJournalTimezoneTodo,0,0,0,0,0,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#UnionOfEventJournalTimezoneTodo,0,0,0,0,0,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#UnionOfAlarmEventJournalTodo,0,0,0,0,0,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#EventStatus,0.5,1,0,0,0.1475458479,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#UnionOfEventTodo,0,0,0,0,0,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#Event,2.5,3,1,0.125,1.469073952,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#UnionOfEventFreebusyJournalTodo,0,0,0,0.1111111111,0,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#UnionOfAlarmEventTodo,0,0,0,0.1,0,,,,,,,,
,,,,,,,,,,,,,
vector-space,,,,,,,,,,,,,
http://purl.org/ontology/af/KeySegment,1,1,0,0,1,,,,,,,,
http://purl.org/ontology/af/ModeChange,1.5,2,1,0.5,1.1536090752,,,,,,,,
http://purl.org/ontology/af/TonicSegment,1,1,0,0.3333333333,0.5,,,,,,,,
http://purl.org/ontology/af/Tempo,1,1,0,0.25,0.4306765581,,,,,,,,
http://purl.org/ontology/af/Beat,1,1,0,0.2,0.3868528072,,,,,,,,
http://purl.org/ontology/af/TonalChange,0.5,1,0,0.1666666667,0.1475458479,,,,,,,,
http://purl.org/ontology/af/Ornament,0.5,1,0,0.1428571429,0.1380711875,,,,,,,,
http://purl.org/ontology/af/KeyChange,0.5,1,0,0.125,0.1306698304,,,,,,,,
http://purl.org/ontology/af/Pitch,1,1,0,0.1111111111,0.3010299957,,,,,,,,
http://purl.org/ontology/af/TonicChange,0.5,1,0,0.1,0.1197345715,,,,,,,,
,,,,,,,,,,,,,
class-match-measure,,,,,,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2530-tax,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2524-tax,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2524-gen,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2530-gen,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2232-gen,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2237-tax,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2526-gen,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2525-tax,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A1992-tax,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2523-gen,0,0,0,0,0,,,,,,,,
,,,,,,,,,,,,,
density-measure,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0010827,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/HP_0010825,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/HP_0009110,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0000185,1,1,0,0,0.4306765581,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0000000,3,3,1,0.2,2.7079696506,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0001330,1,1,0,0.1666666667,0.3562071871,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0000003,1,1,0,0.1428571429,0.3333333333,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0000071,1,1,0,0.125,0.3154648768,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0000082,1,1,0,0.1111111111,0.3010299957,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0000069,1,1,0,0.1,0.2890648263,,,,,,,,
,,,,,,,,,,,,,
semantic-similarity,,,,,,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2530-tax,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2524-tax,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2524-gen,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2530-gen,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2232-gen,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2237-tax,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2526-gen,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2525-tax,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A1992-tax,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A2523-gen,0,0,0,0,0,,,,,,,,
,,,,,,,,,,,,,
pagerank (implicit links),,,,,,,,,,,,,
http://purl.org/dc/dcmitype/Event,3.5,4,1,1,10.313708499,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0000269,1,1,0,0.5,0.6309297536,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0000125,1,1,0,0.3333333333,0.5,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0000310,1,1,0,0.25,0.4306765581,,,,,,,,
http://schema.org/SportsEvent,1.5,2,1,0.4,0.707332166,,,,,,,,
http://schema.org/LiteraryEvent,1.5,2,1,0.5,0.6512988829,,,,,,,,
http://schema.org/Event,3.5,4,1,0.5714285714,3.437902833,,,,,,,,
http://schema.org/DeliveryEvent,2,2,1,0.625,0.9463946304,,,,,,,,
http://schema.org/PublicationEvent,2,2,1,0.6666666667,0.903089987,,,,,,,,
http://schema.org/BusinessEvent,2,2,1,0.7,0.867194479,,,,,,,,
,,,,,,,,,,,,,
pagerank,,,,,,,,,,,,,
http://www.w3.org/ns/prov#InstantaneousEvent,1,1,0,0,1,,,,,,,,
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#EventType,2.5,3,1,0.5,2.9381479041,,,,,,,,
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Event,3,3,1,0.6666666667,3.5,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_12978,0,0,0,0.5,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_15083,0,0,0,0.4,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_13132,0,0,0,0.3333333333,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_7603,0,0,0,0.2857142857,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_15987,0,0,0,0.25,0,,,,,,,,
http://obi.sourceforge.net/ontology/OBI.owl#OBI_60,2.5,3,1,0.3333333333,1.4018528145,,,,,,,,
http://obi.sourceforge.net/ontology/OBI.owl#OBI_310,0.5,1,0,0.3,0.1197345715,,,,,,,,
,,,,,,,,,,,,,
between-measure,,,,,,,,,,,,,
http://qudt.org/schema/qudt#EventUnit,1,1,0,0,1,,,,,,,,
http://www.ontotext.com/proton/protontop#Event,3,3,1,0.5,4.416508275,,,,,,,,
http://www.w3.org/ns/org#ChangeEvent,0.5,1,0,0.3333333333,0.2071067812,,,,,,,,
http://purl.obolibrary.org/obo/SBO_0000232,1,1,0,0.25,0.4306765581,,,,,,,,
http://vocab.deri.ie/cogs#Event,1.5,2,1,0.4,0.707332166,,,,,,,,
http://www.w3.org/2002/12/cal/icaltzd#Vevent,2,2,1,0.5,1.0686215613,,,,,,,,
http://purl.org/ontology/mo/ReleaseEvent,1,1,0,0.4285714286,0.3333333333,,,,,,,,
http://vocab.deri.ie/c4n#Event,2,2,1,0.5,0.9463946304,,,,,,,,
http://purl.org/NET/c4dm/event.owl#Event,3,3,1,0.5555555556,2.1072099696,,,,,,,,
http://purl.org/ontology/sport/EventGender,1,1,0,0.5,0.2890648263,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Relevant,Precision @ 10,AP (average precision @ 10),DCG,nDCG,,,,,,,,
boolean,4,0.4,0.23,10.65,0.16,,,,,,,,
tf_idf,7,0.7,0.82,31.12,0.46,,,,,,,,
bm25,1,0.1,0.03,1.62,0.02,,,,,,,,
vector-space,1,0.1,0.19,4.31,0.06,,,,,,,,
class-match-measure,0,0,0,0,0,,,,,,,,
density-measure,1,0.1,0.08,4.73,0.07,,,,,,,,
semantic-similarity,0,0,0,0,0,,,,,,,,
pagerank (implicit links),7,0.7,0.55,19.39,0.28,,,,,,,,
pagerank,3,0.3,0.36,8.96,0.13,,,,,,,,
between-measure,5,0.5,0.4,11.51,0.17,,,,,,,,
