Name,,,,,,,,,,,,,
"A word or set of words by which a person or thing is known, addressed, or referred to.",,,,,,,,,,,,,
,Rank,Median+0.1/STD,Median,Participant1 ,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10
http://lod.taxonconcept.org/ontology/txn.owl#BinomialNameID,79,0.1035098339,0,1,0,0,3,0,0,0,,0,0
http://lod.taxonconcept.org/ontology/txn.owl#CommonNameID,82,0.1028991511,0,1,1,0,3,0,0,0,,0,0
http://lod.taxonconcept.org/ontology/txn.owl#FamilyNameID,82,0.1028991511,0,1,1,0,3,0,0,0,,0,0
http://lod.taxonconcept.org/ontology/txn.owl#GenusNameID,79,0.1035098339,0,1,1,0,3,0,0,,1,0,0
http://lod.taxonconcept.org/ontology/txn.owl#MonomialNameID,75,0.1081763729,0,1,0,0,3,0,0,0,0,0,0
http://lod.taxonconcept.org/ontology/txn.owl#ScientificNameID,82,0.1028991511,0,1,1,0,3,0,0,,0,0,0
http://lod.taxonconcept.org/ontology/txn.owl#SubfamilyNameID,82,0.1028991511,0,1,1,0,3,0,0,,0,0,0
http://lod.taxonconcept.org/ontology/txn.owl#SurrogateNameID,78,0.1070436048,0,1,1,0,3,0,0,0,0,0,0
http://lod.taxonconcept.org/ontology/txn.owl#TaxonNameID,90,0.0839719123,0,1,1,0,3,0,0,0,3,0,0
http://lod.taxonconcept.org/ontology/txn.owl#TrinomialNameID,79,0.1035098339,0,0,1,0,3,0,0,0,,0,0
http://mmisw.org/ont/cf/parameter/Standard_Name,12,2.5765941686,2.5,4,1,3,3,2,3,3,2,0,0
http://purl.obolibrary.org/obo/EMAP_10839,59,0.158113883,0,0,0,0,2,0,0,0,,0,0
http://purl.obolibrary.org/obo/EMAP_34264,49,0.1658312395,0,0,0,0,2,0,0,0,0,0,0
http://purl.obolibrary.org/obo/EMAP_34266,49,0.1658312395,0,0,0,0,2,0,0,0,0,0,0
http://purl.obolibrary.org/obo/EMAP_34390,49,0.1658312395,0,0,0,0,2,0,0,0,0,0,0
http://purl.obolibrary.org/obo/EMAP_34416,49,0.1658312395,0,0,0,0,2,0,0,0,0,0,0
http://purl.obolibrary.org/obo/EMAP_34491,49,0.1658312395,0,0,0,0,2,0,0,0,0,0,0
http://purl.obolibrary.org/obo/EMAP_34493,49,0.1658312395,0,0,0,0,2,0,0,0,0,0,0
http://purl.obolibrary.org/obo/EMAP_34531,59,0.158113883,0,0,0,0,2,,0,0,0,0,0
http://purl.obolibrary.org/obo/EMAP_8159,59,0.158113883,0,0,0,0,2,0,0,0,,0,0
http://purl.obolibrary.org/obo/EMAP_8182,49,0.1658312395,0,0,0,0,2,0,0,0,0,0,0
http://purl.obolibrary.org/obo/EMAPA_18293,49,0.1658312395,0,0,0,0,2,0,0,0,0,0,0
http://purl.obolibrary.org/obo/IAO_0000590,27,1.5815262269,1.5,3,1,1,1,3,3,4,1,0,2
http://purl.obolibrary.org/obo/MA_0003228,49,0.1658312395,0,0,0,0,2,0,0,0,0,0,0
http://purl.obolibrary.org/obo/MI_0978,17,2.0912870929,2,2,2,1,1,2,3,4,0,3,2
http://purl.obolibrary.org/obo/MP_0002649,95,0,0,0,0,0,0,0,0,0,0,0,0
http://purl.obolibrary.org/obo/MS_1000586,35,1.088640526,1,1,1,1,1,1,3,4,0,1,2
http://purl.obolibrary.org/obo/PATO_0002441,95,0,0,0,0,0,0,0,0,0,0,0,0
http://purl.obolibrary.org/obo/VHOG_0001565,59,0.158113883,0,0,0,0,2,0,0,,0,0,0
http://purl.obolibrary.org/obo/ZFA_0005142,59,0.158113883,0,0,0,0,2,0,0,0,,0,0
http://purl.org/vocab/bio/0.1/NameChange,38,1.0839719123,1,3,0,1,1,1,0,3,1,3,0
http://rdvocab.info/uri/schema/FRBRentitiesRDA/Name,43,1.0635933774,1,2,0,1,4,1,3,4,0,0,0
http://semanticscience.org/resource/CHEMINF_000044,20,2.0769023959,2,3,0,0,1,1,3,4,2,3,2
http://semanticscience.org/resource/CHEMINF_000106,19,2.0777428842,2,2,0,0,1,2,3,4,2,0,2
http://spinrdf.org/sp#NamedGraph,75,0.1081763729,0,0,0,1,0,0,0,3,0,0,0
http://swan.mindinformatics.org/ontologies/1.2/agents/GroupPersonOrganizationPersonNameListItem,29,1.5737027731,1.5,2,0,0,1,3,2,4,0,0,2
http://swan.mindinformatics.org/ontologies/1.2/agents/PersonName,4,3.5904347204,3.5,4,2,4,3,2,4,4,1,4,2
http://www.freeclass.eu/freeclass_v1#C_A1194-gen,95,0,0,0,0,0,0,0,0,0,0,0,0
http://www.freeclass.eu/freeclass_v1#C_A1194-tax,45,0.331662479,0,0,0,0,0,0,0,1,0,0,0
http://www.freeclass.eu/freeclass_v1#C_A252-gen,95,0,0,0,0,0,0,0,0,,0,0,0
http://www.freeclass.eu/freeclass_v1#C_A252-tax,95,0,0,0,0,0,0,0,0,0,,0,0
http://www.freeclass.eu/freeclass_v1#C_A320-gen,95,0,0,0,0,0,0,0,0,0,,0,0
http://www.freeclass.eu/freeclass_v1#C_A320-tax,45,0.331662479,0,0,0,0,0,0,0,0,0,1,0
http://www.freeclass.eu/freeclass_v1#C_A554-gen,95,0,0,0,0,0,0,0,0,0,0,0,0
http://www.freeclass.eu/freeclass_v1#C_A554-tax,95,0,0,0,0,0,0,0,0,0,0,0,0
http://www.freeclass.eu/freeclass_v1#C_A556-gen,95,0,0,0,0,0,0,0,0,0,0,0,0
http://www.freeclass.eu/freeclass_v1#C_A556-tax,95,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loc.gov/mads/rdf/v1#FamilyName,89,0.0892805382,0,3,0,0,0,2,0,0,0,0,2
http://www.loc.gov/mads/rdf/v1#FamilyNameElement,77,0.1081763729,0,2,1,0,0,2,0,0,0,0,2
http://www.loc.gov/mads/rdf/v1#FullNameElement,33,1.1,1,3,1,0,0,2,0,0,1,1,2
http://www.loc.gov/mads/rdf/v1#GivenNameElement,36,1.0880140834,1,3,1,0,0,2,0,0,1,1,3
http://www.loc.gov/mads/rdf/v1#Name,42,1.073073975,1,4,1,1,0,1,0,0,2,3,3
http://www.loc.gov/mads/rdf/v1#NameElement,44,0.5838376645,0.5,3,1,0,0,2,0,0,0,1,3
http://www.loc.gov/mads/rdf/v1#NameTitle,87,0.0943975163,0,3,1,0,0,,0,0,0,1,2
http://www.loc.gov/mads/rdf/v1#PartNameElement,87,0.0943975163,0,3,1,0,0,,0,0,0,1,2
http://www.loc.gov/mads/rdf/v1#PersonalName,92,0.077719164,0,3,1,0,0,,0,0,0,3,2
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/chebi.owl#CHEBI_35644,86,0.0965506805,0,0,0,3,2,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_12120,49,0.1658312395,0,0,0,0,2,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_13493,73,0.1481594395,0,0,0,1,2,0,0,0,,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_19093,64,0.1546384282,0,0,0,1,2,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_3859,64,0.1546384282,0,0,0,1,2,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_8097,64,0.1546384282,0,0,0,1,2,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_8674,64,0.1546384282,0,0,0,1,2,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_9271,64,0.1546384282,0,0,0,1,2,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_9272,64,0.1546384282,0,0,0,1,2,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_9273,64,0.1546384282,0,0,0,1,2,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_9274,64,0.1546384282,0,0,0,1,2,0,0,0,0,0,0
http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl#Name,1,3.6434274331,3.5,4,2,,4,,3,4,3,4,3
http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl#NamedEntity,26,1.5914991422,1.5,2,1,,0,,2,2,0,0,3
http://www.ontotext.com/proton/protonext#PopulatedPlaceName,41,1.0809039835,1,1,1,,1,,3,4,0,1,2
http://www.ontotext.com/proton/protonext#StreetName,37,1.0851942751,1,1,1,,1,2,3,4,0,1,2
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#Name,5,3.1060660172,3,3,2,,4,3,3,4,1,4,3
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#PersonName,6,3.1005602285,3,4,3,,1,2,3,4,2,4,3
http://www.w3.org/2006/vcard/ns#FormattedName,22,1.6090499514,1.5,2,1,1,1,3,2,2,0,0,2
http://www.w3.org/2006/vcard/ns#Name,11,2.5778498944,2.5,4,2,2,0,2,3,4,1,4,3
http://www.w3.org/2006/vcard/ns#Nickname,28,1.5787221894,1.5,3,1,0,1,2,3,4,0,1,2
http://www.w3.org/2006/vcard/ns#OrganizationName,34,1.0973794569,1,1,1,1,1,2,3,4,1,1,2
http://www.w3.org/2006/vcard/ns#OrganizationUnitName,39,1.0824022054,1,1,1,0,1,2,3,4,0,1,2
http://www.w3.org/2009/pointers#XMLNamespace,91,0.0824022054,0,0,0,4,0,0,0,1,1,0,0
http://www.w3.org/ns/sparql-service-description#NamedGraph,93,0.0697657268,0,0,0,3,0,0,0,4,0,0,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,User-Rating,User-rating (round of),Relevant,Precision @k,Gain,Ideal Gain,,,,,,,
boolean,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34416,0,0,0,0,0,10.313708499,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34531,0,0,0,0,0,6.5072255617,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34264,0,0,0,0,0,5.1568542495,,,,,,,
http://purl.obolibrary.org/obo/EMAPA_18293,0,0,0,0,0,4.4418724773,,,,,,,
http://purl.obolibrary.org/obo/EMAP_8182,0,0,0,0,0,3.9898870858,,,,,,,
http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata#DimensionNameTypeCode,0,0,0,0,0,3.6738170931,,,,,,,
http://purl.obolibrary.org/obo/EMAP_8159,0,0,0,0,0,3.437902833,,,,,,,
http://purl.obolibrary.org/obo/MA_0003228,0,0,0,0,0,3.2536127808,,,,,,,
http://purl.obolibrary.org/obo/MP_0002649,0,0,0,0,0,3.1047356247,,,,,,,
http://purl.obolibrary.org/obo/PATO_0002441,0,0,0,0,0,2.981330356,,,,,,,
,,,,,,,,,,,,,
tf_idf,,,,,,,,,,,,,
http://mmisw.org/ont/cf/parameter/Standard_Name,2.5,3,1,1,4.6568542495,,,,,,,,
http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata#DimensionNameTypeCode,0,0,0,0.5,0,,,,,,,,
http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata#MediumNameCode,0,0,0,0.3333333333,0,,,,,,,,
http://rdvocab.info/uri/schema/FRBRentitiesRDA/Name,1,1,0,0.25,0.4306765581,,,,,,,,
http://d-nb.info/standards/elementset/gnd#PlaceOrGeographicName,1.5,2,1,0.4,0.707332166,,,,,,,,
http://swan.mindinformatics.org/ontologies/1.2/agents/PersonName,3.5,4,1,0.5,3.6738170931,,,,,,,,
http://www.w3.org/2009/pointers#XMLNamespace,0,0,0,0.4285714286,0,,,,,,,,
http://def.seegrid.csiro.au/isotc211/iso19156/2011/observation#NamedValue,0,0,0,0.375,0,,,,,,,,
http://www.w3.org/ns/sparql-service-description#NamedGraph,0,0,0,0.3333333333,0,,,,,,,,
http://datos.bcn.cl/ontologies/bcn-norms#GovernmentalOrganization,0,0,0,0.3,0,,,,,,,,
,,,,,,,,,,,,,
bm25,,,,,,,,,,,,,
http://d-nb.info/standards/elementset/gnd#EarlierNameOfThePerson,2.5,3,1,1,4.6568542495,,,,,,,,
http://d-nb.info/standards/elementset/gnd#PreferredNameOfThePerson,3,3,1,1,4.416508275,,,,,,,,
http://d-nb.info/standards/elementset/gnd#NameOfSmallGeographicUnitLyingWithinAnotherGeographicUnit,0,0,0,0.6666666667,0,,,,,,,,
http://d-nb.info/standards/elementset/gnd#EthnographicName,1,1,0,0.5,0.4306765581,,,,,,,,
http://d-nb.info/standards/elementset/gnd#FullerFormOfNameOfThePerson,2.5,3,1,0.6,1.8015171393,,,,,,,,
http://d-nb.info/standards/elementset/gnd#ProductNameOrBrandName,1.5,2,1,0.6666666667,0.6512988829,,,,,,,,
http://d-nb.info/standards/elementset/gnd#NameOfThePerson,3.5,4,1,0.7142857143,3.437902833,,,,,,,,
http://d-nb.info/standards/elementset/gnd#LaterNameOfThePerson,3,3,1,0.75,2.2082541375,,,,,,,,
http://d-nb.info/standards/elementset/gnd#VariantNameOfThePerson,3,3,1,0.7777777778,2.1072099696,,,,,,,,
http://d-nb.info/standards/elementset/gnd#MeansOfTransportWithIndividual_name,0,0,0,0.7,0,,,,,,,,
,,,,,,,,,,,,,
vector-space,,,,,,,,,,,,,
http://lod.taxonconcept.org/ontology/txn.owl#TaxonNameID,0,0,0,0,0,,,,,,,,
http://lod.taxonconcept.org/ontology/txn.owl#FamilyNameID,0,0,0,0,0,,,,,,,,
http://lod.taxonconcept.org/ontology/txn.owl#CommonNameID,0,0,0,0,0,,,,,,,,
http://lod.taxonconcept.org/ontology/txn.owl#GenusNameID,0,0,0,0,0,,,,,,,,
http://lod.taxonconcept.org/ontology/txn.owl#SubfamilyNameID,0,0,0,0,0,,,,,,,,
http://lod.taxonconcept.org/ontology/txn.owl#BinomialNameID,0,0,0,0,0,,,,,,,,
http://lod.taxonconcept.org/ontology/txn.owl#SurrogateNameID,0,0,0,0,0,,,,,,,,
http://lod.taxonconcept.org/ontology/txn.owl#TrinomialNameID,0,0,0,0,0,,,,,,,,
http://lod.taxonconcept.org/ontology/txn.owl#ScientificNameID,0,0,0,0,0,,,,,,,,
http://lod.taxonconcept.org/ontology/txn.owl#MonomialNameID,0,0,0,0,0,,,,,,,,
,,,,,,,,,,,,,
class-match-measure,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34266,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34416,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34264,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34390,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34531,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_8182,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34493,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_8159,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34491,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_10839,0,0,0,0,0,,,,,,,,
,,,,,,,,,,,,,
density-measure,,,,,,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A556-tax,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A1194-tax,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A556-gen,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A252-gen,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A554-gen,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A320-tax,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A320-gen,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A252-tax,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A1194-gen,0,0,0,0,0,,,,,,,,
http://www.freeclass.eu/freeclass_v1#C_A554-tax,0,0,0,0,0,,,,,,,,
,,,,,,,,,,,,,
semantic-similarity,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34266,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34416,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34264,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34390,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34531,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_8182,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34493,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_8159,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_34491,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/EMAP_10839,0,0,0,0,0,,,,,,,,
,,,,,,,,,,,,,
pagerank (implicit links),,,,,,,,,,,,,
http://www.w3.org/2002/07/owl#NamedIndividual,3,3,1,1,7,,,,,,,,
http://purl.obolibrary.org/obo/VT_0002649,0,0,0,0.5,0,,,,,,,,
http://purl.obolibrary.org/obo/VT_0002576,0,0,0,0.3333333333,0,,,,,,,,
http://purl.obolibrary.org/obo/VT_0002648,0,0,0,0.25,0,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000590,1.5,2,1,0.4,0.707332166,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001948,1,1,0,0.3333333333,0.3562071871,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001627,1,1,0,0.2857142857,0.3333333333,,,,,,,,
http://purl.obolibrary.org/obo/VSAO_0000114,0,0,0,0.25,0,,,,,,,,
http://purl.obolibrary.org/obo/TAO_0005142,0,0,0,0.2222222222,0,,,,,,,,
http://purl.obolibrary.org/obo/VSAO_0000066,0,0,0,0.2,0,,,,,,,,
,,,,,,,,,,,,,
pagerank,,,,,,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_8097,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_13493,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_3859,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_12120,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_8674,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_19093,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_9271,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_9272,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_9273,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_9274,0,0,0,0,0,,,,,,,,
,,,,,,,,,,,,,
between-measure,,,,,,,,,,,,,
http://spinrdf.org/sp#NamedGraph,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/ZFA_0005142,0,0,0,0,0,,,,,,,,
http://ecoinformatics.org/oboe/oboe.1.0/oboe-core.owl#Name,3.5,4,1,0.3333333333,5.1568542495,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/chebi.owl#CHEBI_35644,0,0,0,0.25,0,,,,,,,,
http://www.w3.org/2009/pointers#XMLNamespace,0,0,0,0.2,0,,,,,,,,
http://erlangen-crm.org/current/E48_Place_Name,2.5,3,1,0.3333333333,1.658804953,,,,,,,,
http://purl.org/vocab/bio/0.1/NameChange,1,1,0,0.2857142857,0.3333333333,,,,,,,,
http://www.w3.org/ns/sparql-service-description#NamedGraph,0,0,0,0.25,0,,,,,,,,
http://mmisw.org/ont/cf/parameter/Standard_Name,2.5,3,1,0.3333333333,1.4018528145,,,,,,,,
http://purl.obolibrary.org/obo/VHOG_0001565,0,0,0,0.3,0,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Relevant,Precision @ 10,AP (average precision @ 10),DCG,nDCG,,,,,,,,
boolean,0,0,0,0,0,,,,,,,,
tf_idf,3,0.3,0.44,9.47,0.2,,,,,,,,
bm25,7,0.7,0.74,19.71,0.42,,,,,,,,
vector-space,0,0,0,0,0,,,,,,,,
class-match-measure,0,0,0,0,0,,,,,,,,
density-measure,0,0,0,0,0,,,,,,,,
semantic-similarity,0,0,0,0,0,,,,,,,,
pagerank (implicit links),2,0.2,0.38,8.4,0.18,,,,,,,,
pagerank,0,0,0,0,0,,,,,,,,
between-measure,3,0.3,0.23,8.55,0.18,,,,,,,,
