Location,,,,,,,,,,,,,
A particular place or position.,,,,,,,,,,,,,
,Rank,Median+0.1/STD,Median,Participant1 ,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10
http://purl.org/acco/ns#Hotel,34,1.0635933774,1,2,1,4,3,0,0,4,0,1,0
http://purl.org/acco/ns#HotelRoom,34,1.0635933774,1,2,1,4,3,0,0,4,0,1,0
http://purl.org/acco/ns#House,34,1.0635933774,1,2,1,4,3,0,0,4,0,1,0
http://purl.org/acco/ns#MeetingRoom,34,1.0635933774,1,2,1,4,3,0,0,4,0,1,0
http://purl.org/acco/ns#Resort,34,1.0635933774,1,2,1,4,3,0,0,4,0,1,0
http://purl.org/acco/ns#Suite,34,1.0635933774,1,2,1,4,3,0,0,4,0,1,0
http://purl.org/dc/terms/Location,9,3.0790569415,3,2,1,3,,3,3,4,0,4,3
http://purl.org/dc/terms/LocationPeriodOrJurisdiction,20,2.0741619849,2,2,1,0,0,3,3,4,0,2,2
http://purl.org/goodrelations/v1#Location,12,2.5897697502,2.5,1,2,2,4,2,3,4,1,4,3
http://purl.org/goodrelations/v1#LocationOfSalesOrServiceProvisioning,25,1.1546384282,1,0,1,1,1,1,2,0,0,0,1
http://purl.org/obo/owl/SO#SO_0000085,55,0.0965506805,0,0,0,0,0,0,2,3,0,0,1
http://purl.org/obo/owl/SO#SO_0000735,53,0.0973794569,0,1,0,0,0,0,2,3,0,0,1
http://purl.org/obo/owl/SO#SO_0000749,55,0.0965506805,0,0,0,0,0,0,2,3,0,0,1
http://purl.org/obo/owl/SO#SO_0000751,55,0.0965506805,0,0,0,0,0,0,2,3,0,0,1
http://purl.org/tio/ns#POI,22,1.5672120064,1.5,2,1,4,3,0,0,4,2,1,0
http://rdf.geospecies.org/ont/geospecies#Location,10,3.0786115467,3,4,3,1,0,3,3,4,2,4,3
http://schema.org/SportsActivityLocation,26,1.1236033081,1,1,0,1,1,2,2,3,2,1,1
http://sw-portal.deri.org/ontologies/swportal#Location,8,3.0880830329,3,1,3,2,,4,3,4,1,4,3
http://sw.deri.org/2006/07/location/loc#Location,6,3.1331988569,3,4,3,3,4,3,4,4,2,3,2
http://vivoweb.org/ontology/core#GeographicLocation,11,2.5993250767,2.5,4,3,2,1,3,2,4,2,4,2
http://vivoweb.org/ontology/core#Location,4,3.1546384282,3,4,3,3,4,3,3,4,2,4,3
http://www.aktors.org/ontology/portal#Coordinate-Location,14,2.5833070411,2.5,3,0,4,3,3,2,4,2,1,2
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_1130,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_12743,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_13132,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_13448,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_14279,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_16409,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_1793,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_2250,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_2505,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_2627,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_2844,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_3799,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_4335,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_4504,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_454,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_6162,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_7250,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_7371,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_8585,65,0,0,0,0,0,0,0,0,0,0,0,0
http://www.ontologydesignpatterns.org/cpont/ire.owl#AbstractWebLocation,63,0.0799709249,0,1,0,3,2,0,0,3,0,0,0
http://www.ontotext.com/proton/protonext#LocationOfSpecialInterest,27,1.1144344271,1,1,1,2,1,0,2,3,1,0,1
http://www.ontotext.com/proton/protonext#NonGeographicLocation,17,2.0892805382,2,2,1,2,1,0,2,4,0,2,2
http://www.ontotext.com/proton/protonext#ReferenceLocation,29,1.1105541597,1,1,1,1,1,0,2,3,0,2,2
http://www.ontotext.com/proton/protonext#ReligiousLocation,30,1.1059456927,1,1,1,0,1,0,2,3,0,2,1
http://www.ontotext.com/proton/protontop#Location,5,3.1481594395,3,4,3,4,,4,3,4,3,2,3
http://www.semanticdesktop.org/ontologies/2007/11/01/pimo#Location,2,3.6276569477,3.5,3,3,4,4,4,4,4,2,3,2
http://www.w3.org/2006/vcard/ns#Location,6,3.1331988569,3,4,3,2,4,3,3,4,2,4,3
http://www.w3.org/2007/uwa/context/location.owl#Context_LocationEntity,51,0.1219215521,0,0,0,0,0,1,2,0,0,1,2
http://www.w3.org/2007/uwa/context/location.owl#Location,21,2.0713624032,2,2,0,2,4,2,2,4,0,4,2
http://www.w3.org/2007/uwa/context/location.owl#LocationMethod,50,0.2140872096,0,0,0,0,0,0,1,0,0,1,1
http://www.w3.org/2007/uwa/context/location.owl#LocationProvider,48,0.2472066162,0,0,0,0,0,0,0,0,1,1,0
http://www.w3.org/ns/prov#Location,24,1.5580436547,1.5,2,0,3,4,1,4,4,0,0,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,User-Rating,User-rating (round of),Relevant,Precision @k,Gain,Ideal Gain,,,,,,,
boolean,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0005678,0,0,0,0,0,15,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_4335,0,0,0,0,0,9.4639463036,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_7371,0,0,0,0,0,7.5,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_16409,0,0,0,0,0,6.4601483711,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_8585,0,0,0,0,0,5.8027921085,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_2844,0,0,0,0,0,5.3431078066,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_13448,0,0,0,0,0,5,,,,,,,
http://purl.obolibrary.org/obo/HP_0005191,0,0,0,0,0,4.7319731518,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_12743,0,0,0,0,0,4.515449935,,,,,,,
http://purl.obolibrary.org/obo/VariO_0202,0,0,0,0,0,4.3359723948,,,,,,,
,,,,,,,,,,,,,
tf_idf,,,,,,,,,,,,,
http://purl.org/acco/ns#Accommodation,1.5,2,1,1,1.8284271247,,,,,,,,
http://data.press.net/ontology/stuff/Location,4,4,1,1,9.4639463036,,,,,,,,
http://sw.deri.org/2006/07/location/loc#Location,3,3,1,1,3.5,,,,,,,,
http://eulersharp.sourceforge.net/2003/03swap/genomeAbnormality#ChromosomeTranslocation,0,0,0,0.75,0,,,,,,,,
http://www.ontologydesignpatterns.org/cpont/ire.owl#AbstractWebLocation,0,0,0,0.6,0,,,,,,,,
http://data.totl.net/game/Location,1,1,0,0.5,0.3562071871,,,,,,,,
http://purl.org/tio/ns#POI,1.5,2,1,0.5714285714,0.6094757082,,,,,,,,
http://models.okkam.org/ENS-core-vocabulary.owl#location,3.5,4,1,0.625,3.2536127808,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/11/01/pimo#Location,3.5,4,1,0.6666666667,3.1047356247,,,,,,,,
http://data.totl.net/game/LocationState,0,0,0,0.6,0,,,,,,,,
,,,,,,,,,,,,,
bm25,,,,,,,,,,,,,
http://purl.org/acco/ns#Hotel,1,1,0,0,1,,,,,,,,
http://purl.org/acco/ns#Suite,1,1,0,0,0.6309297536,,,,,,,,
http://purl.org/acco/ns#MeetingRoom,1,1,0,0,0.5,,,,,,,,
http://purl.org/acco/ns#CampingSite,1,1,0,0,0.4306765581,,,,,,,,
http://purl.org/acco/ns#Accommodation,1.5,2,1,0.2,0.707332166,,,,,,,,
http://purl.org/acco/ns#House,1,1,0,0.1666666667,0.3562071871,,,,,,,,
http://purl.org/acco/ns#Apartment,1,1,0,0.1428571429,0.3333333333,,,,,,,,
http://purl.org/acco/ns#HotelRoom,1,1,0,0.125,0.3154648768,,,,,,,,
http://purl.org/acco/ns#Resort,1,1,0,0.1111111111,0.3010299957,,,,,,,,
http://purl.org/acco/ns#CampingPitch,1,1,0,0.1,0.2890648263,,,,,,,,
,,,,,,,,,,,,,
vector-space,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0001250,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0003716,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0003887,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0000507,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0000962,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0000187,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0000169,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0001944,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0000417,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/IEV_0001202,0,0,0,0,0,,,,,,,,
,,,,,,,,,,,,,
class-match-measure,,,,,,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_454,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_13132,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_6162,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_4335,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_7371,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_14279,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_16409,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_8585,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_2844,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_2250,0,0,0,0,0,,,,,,,,
,,,,,,,,,,,,,
density-measure,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0001374,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/HP_0001373,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/HP_0100886,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/HP_0005084,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/HP_0005050,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/HP_0005678,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/HP_0005008,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/HP_0008141,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/HP_0005070,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/HP_0012095,0,0,0,0,0,,,,,,,,
,,,,,,,,,,,,,
semantic-similarity,,,,,,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_454,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_13132,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_6162,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_4335,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_7371,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_14279,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_16409,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_8585,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_2844,0,0,0,0,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_2250,0,0,0,0,0,,,,,,,,
,,,,,,,,,,,,,
pagerank (implicit links),,,,,,,,,,,,,
http://purl.org/dc/terms/LocationPeriodOrJurisdiction,2,2,1,1,3,,,,,,,,
http://purl.org/dc/terms/Location,3,3,1,1,4.416508275,,,,,,,,
http://purl.obolibrary.org/obo/VT_0000240,0,0,0,0.6666666667,0,,,,,,,,
http://purl.obolibrary.org/obo/GAZ_00000448,2,2,1,0.75,1.2920296742,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0302896,0,0,0,0.6,0,,,,,,,,
http://www.w3.org/2007/uwa/context/location.owl#LocationMethod,0,0,0,0.5,0,,,,,,,,
http://www.w3.org/2007/uwa/context/location.owl#LocationProvider,0,0,0,0.4285714286,0,,,,,,,,
http://www.w3.org/2007/uwa/context/location.owl#Location,2,2,1,0.5,0.9463946304,,,,,,,,
http://www.w3.org/2007/uwa/context/location.owl#Context_LocationEntity,0,0,0,0.4444444444,0,,,,,,,,
http://schema.org/SportsActivityLocation,1,1,0,0.4,0.2890648263,,,,,,,,
,,,,,,,,,,,,,
pagerank,,,,,,,,,,,,,
http://www.w3.org/ns/prov#Location,1.5,2,1,1,1.8284271247,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_3799,0,0,0,0.5,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_7250,0,0,0,0.3333333333,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_2627,0,0,0,0.25,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_454,0,0,0,0.2,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_1130,0,0,0,0.1666666667,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_6162,0,0,0,0.1428571429,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_2505,0,0,0,0.125,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_4504,0,0,0,0.1111111111,0,,,,,,,,
http://www.loria.fr/~coulet/ontology/sopharm/version2.0/disease_ontology.owl#DOID_1793,0,0,0,0.1,0,,,,,,,,
,,,,,,,,,,,,,
between-measure,,,,,,,,,,,,,
http://www.ontotext.com/proton/protontop#Location,3,3,1,1,7,,,,,,,,
http://eulersharp.sourceforge.net/2003/03swap/genomeAbnormality#ChromosomeTranslocation,0,0,0,0.5,0,,,,,,,,
http://provenanceweb.org/ns/pml#RowColLocation,0,0,0,0.3333333333,0,,,,,,,,
http://www.aktors.org/ontology/portal#Coordinate-Location,2.5,3,1,0.5,2.0055979596,,,,,,,,
http://purl.obolibrary.org/obo/VT_0000240,0,0,0,0.4,0,,,,,,,,
http://data.press.net/ontology/stuff/Location,4,4,1,0.5,5.3431078066,,,,,,,,
http://omv.ontoware.org/2005/05/ontology#Location,2.5,3,1,0.5714285714,1.5522847498,,,,,,,,
http://purl.obolibrary.org/obo/CEPH_0000199,0,0,0,0.5,0,,,,,,,,
http://models.okkam.org/ENS-core-vocabulary.owl#location,3.5,4,1,0.5555555556,3.1047356247,,,,,,,,
http://sw.deri.org/2006/07/location/loc#Location,3,3,1,0.6,2.0234537842,,,,,,,,
,,,,,,,,,,,,,
,Relevant,Precision @ 10,AP (average precision @ 10),DCG,nDCG,,,,,,,,
boolean,0,0,0,0,0,,,,,,,,
tf_idf,6,0.6,0.73,22.12,0.32,,,,,,,,
bm25,1,0.1,0.08,4.86,0.07,,,,,,,,
vector-space,0,0,0,0,0,,,,,,,,
class-match-measure,0,0,0,0,0,,,,,,,,
density-measure,0,0,0,0,0,,,,,,,,
semantic-similarity,0,0,0,0,0,,,,,,,,
pagerank (implicit links),4,0.4,0.63,9.94,0.15,,,,,,,,
pagerank,1,0.1,0.29,1.83,0.03,,,,,,,,
between-measure,6,0.6,0.55,21.03,0.31,,,,,,,,
