Title,,,,,,,,,,,,,
"The name of a book, composition, or other artistic work.",,,,,,,,,,,,,
,Rank,Median+0.1/STD,Median,Participant1 ,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10
http://iflastandards.info/ns/isbd/elements/C2025,0,0,0,0.5714285714,0,,,,,,,,
http://iflastandards.info/ns/isbd/elements/C2021,0,0,0,0.5,0,,,,,,,,
http://iflastandards.info/ns/isbd/elements/C2022,0,0,0,0.4444444444,0,,,,,,,,
http://iflastandards.info/ns/isbd/elements/C2024,0,0,0,0.4,0,,,,,,,,
,,,,,,,,,,,,,
vector-space,,,,,,,,,,,,,
http://www.loc.gov/mads/rdf/v1#SubTitleElement,1,1,0,0,1,,,,,,,,
http://www.loc.gov/mads/rdf/v1#TitleElement,0.5,1,0,0,0.2613396608,,,,,,,,
http://www.loc.gov/mads/rdf/v1#NameTitle,1,1,0,0,0.5,,,,,,,,
http://www.loc.gov/mads/rdf/v1#Title,1,1,0,0,0.4306765581,,,,,,,,
http://www.loc.gov/mads/rdf/v1#MainTitleElement,0.5,1,0,0,0.1602396794,,,,,,,,
http://vocab.deri.ie/br#ObjTitle,0.5,1,0,0,0.1475458479,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000305,2.5,3,1,0.1428571429,1.5522847498,,,,,,,,
http://semanticscience.org/resource/CHEMINF_000476,1,1,0,0.125,0.3154648768,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000305,2.5,3,1,0.2222222222,1.4018528145,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000329,2,2,1,0.3,0.867194479,,,,,,,,
,,,,,,,,,,,,,
class-match-measure,,,,,,,,,,,,,
http://purl.org/spar/doco/SectionSubtitle,1,1,0,0,1,,,,,,,,
http://purl.org/spar/doco/ChapterSubtitle,1,1,0,0,0.6309297536,,,,,,,,
http://purl.org/spar/doco/Title,3.5,4,1,0.3333333333,5.1568542495,,,,,,,,
http://purl.org/spar/doco/Subtitle,1.5,2,1,0.5,0.7874607008,,,,,,,,
http://purl.org/spar/doco/SectionTitle,1.5,2,1,0.6,0.707332166,,,,,,,,
http://purl.org/spar/doco/ChapterTitle,1.5,2,1,0.6666666667,0.6512988829,,,,,,,,
http://www.loc.gov/mads/rdf/v1#SubTitleElement,1,1,0,0.5714285714,0.3333333333,,,,,,,,
http://www.loc.gov/mads/rdf/v1#TitleElement,0.5,1,0,0.5,0.1306698304,,,,,,,,
http://www.loc.gov/mads/rdf/v1#NameTitle,1,1,0,0.4444444444,0.3010299957,,,,,,,,
http://www.loc.gov/mads/rdf/v1#Title,1,1,0,0.4,0.2890648263,,,,,,,,
,,,,,,,,,,,,,
density-measure,,,,,,,,,,,,,
http://purl.org/obo/owl/MS#MS_1000809,0.5,1,0,0,0.4142135624,,,,,,,,
http://purl.org/obo/owl/MS#MS_1001416,1,1,0,0,0.6309297536,,,,,,,,
http://purl.org/obo/owl/MS#MS_1000796,0.5,1,0,0,0.2071067812,,,,,,,,
http://bibframe.org/vocab/Title,4,4,1,0.25,6.4601483711,,,,,,,,
http://www.loc.gov/mads/rdf/v1#SubTitleElement,1,1,0,0.2,0.3868528072,,,,,,,,
http://www.loc.gov/mads/rdf/v1#TitleElement,0.5,1,0,0.1666666667,0.1475458479,,,,,,,,
http://www.loc.gov/mads/rdf/v1#NameTitle,1,1,0,0.1428571429,0.3333333333,,,,,,,,
http://www.loc.gov/mads/rdf/v1#Title,1,1,0,0.125,0.3154648768,,,,,,,,
http://www.loc.gov/mads/rdf/v1#MainTitleElement,0.5,1,0,0.1111111111,0.1246907069,,,,,,,,
http://iflastandards.info/ns/isbd/elements/C2025,0,0,0,0.1,0,,,,,,,,
,,,,,,,,,,,,,
semantic-similarity,,,,,,,,,,,,,
http://purl.org/spar/doco/SectionSubtitle,1,1,0,0,1,,,,,,,,
http://purl.org/spar/doco/ChapterSubtitle,1,1,0,0,0.6309297536,,,,,,,,
http://purl.org/spar/doco/Title,3.5,4,1,0.3333333333,5.1568542495,,,,,,,,
http://purl.org/spar/doco/Subtitle,1.5,2,1,0.5,0.7874607008,,,,,,,,
http://purl.org/spar/doco/SectionTitle,1.5,2,1,0.6,0.707332166,,,,,,,,
http://purl.org/spar/doco/ChapterTitle,1.5,2,1,0.6666666667,0.6512988829,,,,,,,,
http://www.loc.gov/mads/rdf/v1#SubTitleElement,1,1,0,0.5714285714,0.3333333333,,,,,,,,
http://www.loc.gov/mads/rdf/v1#TitleElement,0.5,1,0,0.5,0.1306698304,,,,,,,,
http://www.loc.gov/mads/rdf/v1#NameTitle,1,1,0,0.4444444444,0.3010299957,,,,,,,,
http://www.loc.gov/mads/rdf/v1#Title,1,1,0,0.4,0.2890648263,,,,,,,,
,,,,,,,,,,,,,
pagerank (implicit links),,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000329,2,2,1,1,3,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001622,1,1,0,0.5,0.6309297536,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000305,2.5,3,1,0.6666666667,2.3284271247,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000329,2,2,1,0.75,1.2920296742,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000305,2.5,3,1,0.8,1.8015171393,,,,,,,,
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#Title,2,2,1,0.8333333333,1.0686215613,,,,,,,,
http://purl.obolibrary.org/obo/MS_1000809,1,1,0,0.7142857143,0.3333333333,,,,,,,,
http://purl.obolibrary.org/obo/MS_1001416,1,1,0,0.625,0.3154648768,,,,,,,,
http://purl.obolibrary.org/obo/MS_1000796,1,1,0,0.5555555556,0.3010299957,,,,,,,,
http://purl.org/spar/doco/Title,3.5,4,1,0.6,2.981330356,,,,,,,,
,,,,,,,,,,,,,
pagerank,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000305,2.5,3,1,1,4.6568542495,,,,,,,,
http://bibframe.org/vocab/Title,4,4,1,1,9.4639463036,,,,,,,,
http://iflastandards.info/ns/isbd/elements/C2025,0,0,0,0.6666666667,0,,,,,,,,
http://iflastandards.info/ns/isbd/elements/C2024,0,0,0,0.5,0,,,,,,,,
http://iflastandards.info/ns/isbd/elements/C2004,0,0,0,0.4,0,,,,,,,,
http://iflastandards.info/ns/isbd/elements/C2021,0,0,0,0.3333333333,0,,,,,,,,
http://iflastandards.info/ns/isbd/elements/C2022,0,0,0,0.2857142857,0,,,,,,,,
http://erlangen-crm.org/current/E35_Title,4,4,1,0.375,4.7319731518,,,,,,,,
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#Title,2,2,1,0.4444444444,0.903089987,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000329,2,2,1,0.5,0.867194479,,,,,,,,
,,,,,,,,,,,,,
between-measure,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MI_1091,1,1,0,0,1,,,,,,,,
http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#Title,2,2,1,0.5,1.8927892607,,,,,,,,
http://semanticscience.org/resource/CHEMINF_000476,1,1,0,0.3333333333,0.5,,,,,,,,
http://www.w3.org/2006/vcard/ns#Title,1,1,0,0.25,0.4306765581,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000305,2.5,3,1,0.4,1.8015171393,,,,,,,,
http://erlangen-crm.org/current/E35_Title,4,4,1,0.5,5.3431078066,,,,,,,,
http://purl.org/ontology/po/Subtitle,1,1,0,0.4285714286,0.3333333333,,,,,,,,
http://vocab.deri.ie/br#ObjTitle,0.5,1,0,0.375,0.1306698304,,,,,,,,
http://bibframe.org/vocab/Title,4,4,1,0.4444444444,4.515449935,,,,,,,,
http://www.ontotext.com/proton/protonext#JobTitle,1,1,0,0.4,0.2890648263,,,,,,,,
,,,,,,,,,,,,,
,Relevant,Precision @ 10,AP (average precision @ 10),DCG,nDCG,,,,,,,,
boolean,1,0.1,0.02,7.56,0.11,,,,,,,,
tf_idf,5,0.5,0.51,18.1,0.27,,,,,,,,
bm25,4,0.4,0.4,8.93,0.13,,,,,,,,
vector-space,3,0.3,0.08,6.64,0.1,,,,,,,,
class-match-measure,4,0.4,0.4,9.99,0.15,,,,,,,,
density-measure,1,0.1,0.11,9.02,0.13,,,,,,,,
semantic-similarity,4,0.4,0.4,9.99,0.15,,,,,,,,
pagerank (implicit links),6,0.6,0.7,14.05,0.21,,,,,,,,
pagerank,5,0.5,0.55,20.62,0.3,,,,,,,,
between-measure,4,0.4,0.36,16.24,0.24,,,,,,,,
