Address,,,,,,,,,,,,,
The particulars of the place where someone lives or an organization is situated.,,,,,,,,,,,,,
,Rank,Median+0.1/STD,Median,Participant1 ,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10
http://www.ontotext.com/proton/protonext#Address,1,3.6140953613,3.5,3,2,3,4,4,4,4,2,4,2
http://www.ontotext.com/proton/protonext#InternetAddress,29,0.0824022054,0,1,0,0,0,0,0,4,0,0,0
http://www.ontotext.com/proton/protonext#IPAddress,29,0.0824022054,0,1,0,0,0,0,0,4,0,0,0
http://www.ontotext.com/proton/protonext#PostalAddress,11,3.0671431063,3,3,1,4,3,3,3,4,0,1,0
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#DomesticDeliveryAddress,21,1.5737027731,1.5,2,0,0,3,2,2,4,0,1,0
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#EmailAddress,34,0.0777428842,0,1,0,0,0,0,2,4,0,0,0
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#InternationalDeliveryAddress,23,1.0741619849,1,1,0,0,3,2,2,4,0,1,0
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#ParcelDeliveryAddress,23,1.0741619849,1,1,0,0,3,2,2,4,0,1,0
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#PostalAddress,10,3.0773192141,3,4,3,0,3,3,3,4,1,1,2
http://www.w3.org/2006/vcard/ns#Address,8,3.0880140834,3,3,3,1,4,4,4,4,1,3,2
http://www.w3.org/2006/vcard/ns#Addressing,26,0.1070436048,0,1,1,0,0,0,0,0,0,0,3
http://www.w3.org/ns/locn#Address,3,3.5785013693,3.5,4,3,0,4,4,4,4,2,3,2
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,User-Rating,User-rating (round of),Relevant,Precision @k,Gain,Ideal Gain,,,,,,,
boolean,,,,,,,,,,,,,
http://purl.org/b2bo#Address,3.5,4,1,1,10.313708499,10.313708499,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000422,2.5,3,1,1,2.9381479041,6.5072255617,,,,,,,
http://www.w3.org/2006/vcard/ns#Address,3,3,1,1,3.5,5.1568542495,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000429,0,0,0,0.75,0,4.4418724773,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#EmailAddress,0,0,0,0.6,0,3.9898870858,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#ParcelDeliveryAddress,1,1,0,0.5,0.3562071871,3.6738170931,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001903,0,0,0,0.4285714286,0,3.437902833,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001887,0,0,0,0.375,0,3.2536127808,,,,,,,
http://purl.obolibrary.org/obo/FLU_0000914,1.5,2,1,0.4444444444,0.5504114094,3.1047356247,,,,,,,
http://vivoweb.org/ontology/core#Address,3.5,4,1,0.5,2.981330356,2.981330356,,,,,,,
,,,,,,,,,,,,,
tf_idf,,,,,,,,,,,,,
http://www.w3.org/ns/locn#Address,3.5,4,1,1,10.313708499,,,,,,,,
http://topbraid.org/email#Address,2,2,1,1,1.8927892607,,,,,,,,
http://def.seegrid.csiro.au/isotc211/iso19115/2003/citation#Address,3,3,1,1,3.5,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#PostalAddress,3,3,1,1,3.0147359065,,,,,,,,
http://rdfs.org/sioc/types#AddressBook,0,0,0,0.8,0,,,,,,,,
http://kmm.lboro.ac.uk/ecos/1.0#Address,2.5,3,1,0.8333333333,1.658804953,,,,,,,,
http://sw-portal.deri.org/ontologies/swportal#PostalAddress,3,3,1,0.8571428571,2.3333333333,,,,,,,,
http://purl.org/b2bo#Address,3.5,4,1,0.875,3.2536127808,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#EmailAddress,0,0,0,0.7777777778,0,,,,,,,,
http://www.loc.gov/mads/rdf/v1#Address,2,2,1,0.8,0.867194479,,,,,,,,
,,,,,,,,,,,,,
bm25,,,,,,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#PostalAddress,3,3,1,1,7,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#EmailAddress,0,0,0,0.5,0,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#ParcelDeliveryAddress,1,1,0,0.3333333333,0.5,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#DomesticDeliveryAddress,1.5,2,1,0.5,0.7874607008,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#InternationalDeliveryAddress,1,1,0,0.4,0.3868528072,,,,,,,,
http://www.ontotext.com/proton/protonext#InternetAddress,0,0,0,0.3333333333,0,,,,,,,,
http://www.ontotext.com/proton/protonext#Address,3.5,4,1,0.4285714286,3.437902833,,,,,,,,
http://www.ontotext.com/proton/protonext#PostalAddress,3,3,1,0.5,2.2082541375,,,,,,,,
http://www.ontotext.com/proton/protonext#IPAddress,0,0,0,0.4444444444,0,,,,,,,,
http://www.loc.gov/mads/rdf/v1#Address,2,2,1,0.5,0.867194479,,,,,,,,
,,,,,,,,,,,,,
vector-space,,,,,,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#PostalAddress,3,3,1,1,7,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#EmailAddress,0,0,0,0.5,0,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#ParcelDeliveryAddress,1,1,0,0.3333333333,0.5,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#DomesticDeliveryAddress,1.5,2,1,0.5,0.7874607008,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#InternationalDeliveryAddress,1,1,0,0.4,0.3868528072,,,,,,,,
http://topbraid.org/email#Address,2,2,1,0.5,1.0686215613,,,,,,,,
http://www.w3.org/2006/vcard/ns#Address,3,3,1,0.5714285714,2.3333333333,,,,,,,,
http://def.seegrid.csiro.au/isotc211/iso19115/2003/citation#Address,3,3,1,0.625,2.2082541375,,,,,,,,
http://models.okkam.org/ENS-core-vocabulary.owl#address,2.5,3,1,0.6666666667,1.4018528145,,,,,,,,
http://models.okkam.org/ENS-core-vocabulary.owl#address,2.5,3,1,0.7,1.3461327648,,,,,,,,
,,,,,,,,,,,,,
class-match-measure,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000422,2.5,3,1,1,4.6568542495,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000429,0,0,0,0.5,0,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001890,0,0,0,0.3333333333,0,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001903,0,0,0,0.25,0,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001887,0,0,0,0.2,0,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001894,0,0,0,0.1666666667,0,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#PostalAddress,3,3,1,0.2857142857,2.3333333333,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#EmailAddress,0,0,0,0.25,0,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#ParcelDeliveryAddress,1,1,0,0.2222222222,0.3010299957,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#DomesticDeliveryAddress,1.5,2,1,0.3,0.5285339692,,,,,,,,
,,,,,,,,,,,,,
density-measure,,,,,,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#PostalAddress,3,3,1,1,7,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#EmailAddress,0,0,0,0.5,0,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#ParcelDeliveryAddress,1,1,0,0.3333333333,0.5,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#DomesticDeliveryAddress,1.5,2,1,0.5,0.7874607008,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#InternationalDeliveryAddress,1,1,0,0.4,0.3868528072,,,,,,,,
http://schema.org/PostalAddress,3,3,1,0.5,2.4934503098,,,,,,,,
http://rdfs.org/sioc/types#AddressBook,0,0,0,0.4285714286,0,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000422,2.5,3,1,0.5,1.469073952,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000429,0,0,0,0.4444444444,0,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001890,0,0,0,0.4,0,,,,,,,,
,,,,,,,,,,,,,
semantic-similarity,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000422,2.5,3,1,1,4.6568542495,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000429,0,0,0,0.5,0,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001890,0,0,0,0.3333333333,0,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001903,0,0,0,0.25,0,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001887,0,0,0,0.2,0,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001894,0,0,0,0.1666666667,0,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#PostalAddress,3,3,1,0.2857142857,2.3333333333,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#EmailAddress,0,0,0,0.25,0,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#ParcelDeliveryAddress,1,1,0,0.2222222222,0.3010299957,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#DomesticDeliveryAddress,1.5,2,1,0.3,0.5285339692,,,,,,,,
,,,,,,,,,,,,,
pagerank (implicit links),,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000429,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001890,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001887,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001894,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001903,0,0,0,0,0,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000422,2.5,3,1,0.1666666667,1.658804953,,,,,,,,
http://schema.org/PostalAddress,3,3,1,0.2857142857,2.3333333333,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000422,2.5,3,1,0.375,1.469073952,,,,,,,,
http://purl.obolibrary.org/obo/MS_1000587,2,2,1,0.4444444444,0.903089987,,,,,,,,
http://www.w3.org/2006/vcard/ns#Address,3,3,1,0.5,2.0234537842,,,,,,,,
,,,,,,,,,,,,,
pagerank,,,,,,,,,,,,,
http://schema.org/PostalAddress,3,3,1,1,7,,,,,,,,
http://def.seegrid.csiro.au/isotc211/iso19115/2003/citation#Address,3,3,1,1,4.416508275,,,,,,,,
http://kmm.lboro.ac.uk/ecos/1.0#Address,2.5,3,1,1,2.3284271247,,,,,,,,
http://erlangen-crm.org/current/E45_Address,3,3,1,1,3.0147359065,,,,,,,,
http://models.okkam.org/ENS-core-vocabulary.owl#address,2.5,3,1,1,1.8015171393,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000422,2.5,3,1,1,1.658804953,,,,,,,,
http://www.w3.org/ns/locn#Address,3.5,4,1,1,3.437902833,,,,,,,,
http://topbraid.org/email#Address,2,2,1,1,0.9463946304,,,,,,,,
http://www.semanticdesktop.org/ontologies/2007/03/22/nco#PostalAddress,3,3,1,1,2.1072099696,,,,,,,,
http://rdfs.org/sioc/types#AddressBook,0,0,0,0.9,0,,,,,,,,
,,,,,,,,,,,,,
between-measure,,,,,,,,,,,,,
http://www.w3.org/ns/locn#Address,3.5,4,1,1,10.313708499,,,,,,,,
http://models.okkam.org/ENS-core-vocabulary.owl#address,2.5,3,1,1,2.9381479041,,,,,,,,
http://purl.org/b2bo#Address,3.5,4,1,1,5.1568542495,,,,,,,,
http://purl.org/cerif/frapo/PostalAddress,3,3,1,1,3.0147359065,,,,,,,,
http://def.seegrid.csiro.au/isotc211/iso19115/2003/citation#Address,3,3,1,1,2.7079696506,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000422,2.5,3,1,1,1.658804953,,,,,,,,
http://erlangen-crm.org/current/E45_Address,3,3,1,1,2.3333333333,,,,,,,,
http://www.w3.org/2006/vcard/ns#Address,3,3,1,1,2.2082541375,,,,,,,,
http://sw-portal.deri.org/ontologies/swportal#PostalAddress,3,3,1,1,2.1072099696,,,,,,,,
http://rdfs.org/sioc/types#AddressBook,0,0,0,0.9,0,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Relevant,Precision @ 10,AP (average precision @ 10),DCG,nDCG,,,,,,,,
boolean,5,0.5,0.66,20.64,0.44,,,,,,,,
tf_idf,8,0.8,0.89,26.83,0.57,,,,,,,,
bm25,5,0.5,0.49,15.19,0.32,,,,,,,,
vector-space,7,0.7,0.58,17.03,0.36,,,,,,,,
class-match-measure,3,0.3,0.35,7.82,0.17,,,,,,,,
density-measure,4,0.4,0.5,12.64,0.27,,,,,,,,
semantic-similarity,3,0.3,0.35,7.82,0.17,,,,,,,,
pagerank (implicit links),5,0.5,0.18,8.39,0.18,,,,,,,,
pagerank,9,0.9,0.99,26.71,0.57,,,,,,,,
between-measure,9,0.9,0.99,32.44,0.69,,,,,,,,
